GeneName,EnsemblGeneId,GFP-,10e2 GFP+,log2(fold_change),p_value,q_value
RPF1: ribosome production factor 1 homolog (S. cerevisiae),ENSGALG00000008796,11.0205,38.4999,1.80466,0.000691312,0.0131485
RPGRIP1L: RPGRIP1-like,ENSGALG00000003602,8.09062,17.6626,1.12638,0,0
RPL7L1: ribosomal protein L7-like 1,ENSGALG00000011974,7.44645,25.7799,1.79162,0.00200133,0.0295228
RPLP0: acidic ribosomal phosphoprotein ,ENSGALG00000023294,84.7818,392.587,2.21118,9.18E-05,0.00261957
RPRD1A: regulation of nuclear pre-mRNA domain containing 1A,ENSGALG00000013129,10.1568,30.676,1.59467,6.60E-05,0.00204738
"RPS6KC1: ribosomal protein S6 kinase, 52kDa, polypeptide 1",ENSGALG00000009796,4.99855,10.6559,1.09207,0.00115663,0.0196736
RPSA :40S ribosomal protein SA,ENSGALG00000011951,98.0356,596.35,2.60478,5.73E-07,3.54E-05
RRM2: ribonucleotide reductase M2,ENSGALG00000016442,46.9093,110.866,1.24087,0.00157113,0.0246408
RRN3: RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae),ENSGALG00000002862,4.36275,15.4916,1.82818,4.08E-05,0.00137126
RRP12: ribosomal RNA processing 12 homolog (S. cerevisiae),ENSGALG00000007603,10.3157,36.1554,1.80937,0.000614579,0.0120221
RRP1B: ribosomal RNA processing 1 homolog B (S. cerevisiae),ENSGALG00000022808,42.2428,103.099,1.28726,5.02E-08,4.04E-06
RRP7A: ribosomal RNA processing 7 homolog A (S. cerevisiae),ENSGALG00000011866,9.31324,32.9484,1.82286,0.00310307,0.0393354
RSBN1: round spermatid basic protein 1,ENSGALG00000001860,6.3847,14.3426,1.16762,0.000767108,0.0142825
RSL1D1: ribosomal L1 domain containing 1,ENSGALG00000002873,41.614,97.8478,1.23347,0.00106901,0.0186176
RTEL1: regulator of telomere elongation helicase 1,ENSGALG00000006123,13.6268,31.2191,1.19598,5.23E-07,3.26E-05
RTN4: reticulon 4,ENSGALG00000008130,246.077,768.172,1.64232,7.24E-07,4.31E-05
RTN4R: reticulon 4 receptor,ENSGALG00000007732,6.00732,29.8531,2.31309,0.000440117,0.00932879
RUVBL1: RuvB-like 1 (E. coli),ENSGALG00000005931,18.4225,56.8049,1.62455,0.00158622,0.0247775
"RXRG: retinoid X receptor, gamma",ENSGALG00000003406,11.8918,206.343,4.11701,2.22E-16,9.09E-14
SAE2: SUMO-1 activating enzyme subunit 2 ,ENSGALG00000005006,66.664,152.556,1.19436,9.11E-09,8.86E-07
SAP30L: SAP30-like,ENSGALG00000004007,12.4812,27.6193,1.14592,0.00110407,0.0190856
SAPCD2: suppressor APC domain containing 2,ENSGALG00000009060,5.46253,18.9707,1.79613,0.00422327,0.0481666
SAR1A: SAR1 homolog A (S. cerevisiae),ENSGALG00000004431,10.3839,29.9154,1.52655,0.00348677,0.0422048
SAR1B: GTP-binding protein SAR1b ,ENSGALG00000006419,9.19328,36.534,1.99059,0.000116805,0.00319938
SART3: squamous cell carcinoma antigen recognized by T cells 3,ENSGALG00000004887,35.2496,78.5481,1.15597,9.72E-08,7.34E-06
SBDS: Shwachman-Bodian-Diamond syndrome,ENSGALG00000001104,10.5081,31.2971,1.57453,0.0042824,0.0485981
SCAF11: SR-related CTD-associated factor 11,ENSGALG00000009672,84.9357,183.505,1.11138,0.000169389,0.00433922
SCP2: sterol carrier protein 2,ENSGALG00000010652,17.9449,60.4545,1.75227,4.14E-05,0.00139134
SCRIB: scribbled homolog (Drosophila),ENSGALG00000000075,21.8185,50.7903,1.21901,0.00115986,0.0196856
SCYL2: SCY1-like 2 protein,ENSGALG00000011569,24.55,71.528,1.54279,1.43E-13,3.84E-11
SDAD1: SDA1 domain containing 1,ENSGALG00000011543,19.6315,58.4211,1.57332,2.44E-11,4.31E-09
SDC1: syndecan 1,ENSGALG00000016480,47.5024,96.4759,1.02217,0.00029142,0.00676703
SDCBP: syndecan binding protein (syntenin),ENSGALG00000015436,51.1323,106.831,1.06303,7.20E-10,8.75E-08
SEC23IP: SEC23 interacting protein,ENSGALG00000009466,9.12092,21.5649,1.24144,0.00382103,0.0451729
"SEC24C: SEC24 family, member C (S. cerevisiae)",ENSGALG00000005181,40.4724,81.2012,1.00456,4.45E-06,0.000205655
SECISBP2: SECIS binding protein 2,ENSGALG00000010694,12.9381,26.0457,1.00942,6.51E-11,1.01E-08
SECISBP2: SECIS binding protein 2,ENSGALG00000001827,10.7083,21.5528,1.00915,0.00316276,0.0397433
SEH1L: SEH1-like (S. cerevisiae),ENSGALG00000013872,16.8921,54.0453,1.67782,1.45E-06,7.82E-05
SELO: selenoprotein O,ENSGALG00000008694,1.50064,7.90676,2.39751,0.00178483,0.0270647
SELRC1: Sel1 repeat containing 1,ENSGALG00000010637,12.2224,28.6581,1.22941,0.00145718,0.0231874
SEPHS1: selenophosphate synthetase 1,ENSGALG00000014575,9.6813,22.7747,1.23416,9.61E-11,1.43E-08
SERBP1: SERPINE1 mRNA binding protein 1,ENSGALG00000011229,257.497,768.793,1.57804,3.81E-08,3.21E-06
"SERPINE2: serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2",ENSGALG00000005135,44.4438,193.649,2.12339,3.93E-08,3.30E-06
SET: SET nuclear oncogene,ENSGALG00000004701,36.8026,116.822,1.66644,0.000866235,0.0155862
SETD3: SET domain containing 3,ENSGALG00000011134,9.26798,20.4161,1.13938,0.00117659,0.0197968
SETD7: SET domain containing (lysine methyltransferase) 7,ENSGALG00000009800,14.2665,41.1365,1.52779,6.95E-10,8.49E-08
SETX: senataxin,ENSGALG00000003661,46.0261,97.0149,1.07575,3.20E-07,2.12E-05
SETX: senataxin,ENSGALG00000014772,4.02641,8.48815,1.07596,1.12E-08,1.07E-06
"SF3B3: splicing factor 3b, subunit 3, 130kDa",ENSGALG00000002531,69.8148,150.117,1.10448,0.000895368,0.0160239
SFMBT1: Scm-like with four mbt domains 1,ENSGALG00000001753,4.38399,10.4793,1.25723,0.00115541,0.0196673
SFPQ: splicing factor proline/glutamine-rich,ENSGALG00000002514,48.8272,118.117,1.27447,1.24E-10,1.80E-08
SFRS7-1: splicing factor arginine/serine-rich 7 35kDa ,ENSGALG00000013825,24.6859,57.3061,1.215,0.00101058,0.0177455
SFXN1: sideroflexin 1,ENSGALG00000003263,33.7025,74.0091,1.13485,6.92E-05,0.0021042
SGK223: homolog of rat pragma of Rnd2,ENSGALG00000019003,1.07428,7.01384,2.70683,0.000169009,0.00433424
SGOL1: shugoshin-like 1 (S. pombe),ENSGALG00000011281,6.64244,22.7695,1.77732,5.82E-06,0.000262087
SH3PXD2A: SH3 and PX domains 2A,ENSGALG00000008293,53.6028,168.104,1.64897,3.70E-07,2.39E-05
SH3PXD2B: SH3 and PX domains 2B,ENSGALG00000002831,3.76786,11.9702,1.66763,8.57E-14,2.41E-11
SH3RF1: SH3 domain containing ring finger 1,ENSGALG00000009692,22.3277,64.3804,1.52779,0.0026277,0.0353445
SHCBP1: SHC SH2-domain binding protein 1,ENSGALG00000004444,6.16328,20.7545,1.75165,3.79E-06,0.000178513
SIKE1: suppressor of IKBKE 1,ENSGALG00000002147,38.7786,110.633,1.51245,0.00382757,0.0451982
SKIV2L2: superkiller viralicidic activity 2-like 2 (S. cerevisiae),ENSGALG00000014709,17.1305,60.1531,1.81207,0.000249919,0.00595748
"SKP2: S-phase kinase-associated protein 2, E3 ubiquitin protein ligase",ENSGALG00000003547,27.6486,90.9961,1.7186,0.00138431,0.0223959
SLC12A7: solute carrier family 12,ENSGALG00000012497,8.85745,22.4097,1.33916,6.17E-06,0.000276292
"SLC20A2: solute carrier family 20 (phosphate transporter), member 2",ENSGALG00000010159,7.09345,19.3194,1.4455,0.00116205,0.0196941
"SLC25A13: solute carrier family 25 (aspartate/glutamate carrier), member 13",ENSGALG00000009728,16.6046,44.7445,1.43013,0.00340869,0.0414532
SLC25A15: solute carrier family 25,ENSGALG00000017032,9.76722,22.5804,1.20905,0.00157672,0.0246786
"SLC25A16: solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16",ENSGALG00000004065,8.50635,29.2345,1.78106,8.56E-05,0.00246835
"SLC25A32: solute carrier family 25 (mitochondrial folate carrier) , member 32",ENSGALG00000016072,9.36599,21.1283,1.17367,0.00313665,0.0396319
"SLC25A46: solute carrier family 25, member 46",ENSGALG00000000253,3.59747,15.4834,2.10566,0.0017678,0.0268763
"SLC26A5: solute carrier family 26, member 5 (prestin)",ENSGALG00000008222,9.01669,28.929,1.68185,1.21E-07,8.83E-06
"SLC35E3: solute carrier family 35, member E3",ENSGALG00000009940,13.1519,58.279,2.14771,7.93E-05,0.00234176
"SLC35F2: solute carrier family 35, member F2",ENSGALG00000017167,8.10128,29.6415,1.8714,2.68E-05,0.000995166
"SLC35F5: solute carrier family 35, member F5",ENSGALG00000012166,4.66673,15.4007,1.72251,1.37E-05,0.000558982
SLC38A2: sodium-coupled neutral amino acid transporter 2,ENSGALG00000008497,37.3522,128.112,1.77814,0,0
"SLC7A11: solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11",ENSGALG00000009758,1.67248,11.4867,2.7799,2.81E-05,0.00103038
"SLC7A2: solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",ENSGALG00000013627,4.1745,15.3301,1.87669,0.00414321,0.0475838
SLC7A3: solute carrier family 7,ENSGALG00000005727,28.6562,66.8934,1.22301,0.00263163,0.0353769
"SLC7A5: solute carrier family 7 (amino acid transporter light chain, L system), member 5",ENSGALG00000005845,62.2965,151.903,1.28592,2.82E-06,0.000138045
SLIT1: slit homolog 1,ENSGALG00000007622,9.23481,37.2202,2.01093,3.92E-09,4.16E-07
"SLTM: SAFB-like, transcription modulator",ENSGALG00000004192,21.4401,46.0123,1.10171,1.83E-06,9.40E-05
SMC2: structural maintenance of chromosomes 2,ENSGALG00000015691,155.854,325.765,1.06363,2.22E-16,9.09E-14
SMC3: structural maintenance of chromosomes 3 ,ENSGALG00000008585,100.451,220.224,1.13248,1.42E-08,1.30E-06
SMC5: structural maintenance of chromosomes 5,ENSGALG00000015118,41.029,102.168,1.31623,0.000285726,0.00665469
SMPD3: sphingomyelin phosphodiesterase 3,ENSGALG00000000780,9.42306,55.5982,2.56077,1.28E-06,6.99E-05
SMS: spermine synthase,ENSGALG00000016379,25.8625,61.955,1.26036,0.000243606,0.0058428
SMYD3: SET and MYND domain containing 3,ENSGALG00000010653,2.67435,12.2402,2.19437,0.00172701,0.0263592
SNAI2: snail homolog 2 (Drosophila),ENSGALG00000015241,71.4721,290.735,2.02425,1.52E-05,0.000609706
SNIP1: Smad nuclear interacting protein 1,ENSGALG00000002010,9.69315,26.0289,1.42507,0.000118992,0.00324028
SNRNP200: activating signal cointegrator 1 complex subunit 3-like 1,ENSGALG00000003477,5.39828,15.8333,1.55239,7.89E-05,0.00233324
SNRPB: small nuclear ribonucleoprotein polypeptides B and B1,ENSGALG00000007250,4.46527,15.2638,1.7733,0.0024018,0.0331661
SNRPB2: small nuclear ribonucleoprotein polypeptide B,ENSGALG00000008729,13.1214,40.9109,1.64057,0.00124746,0.0206829
SNRPD3: small nuclear ribonucleoprotein D3 polypeptide 18kDa,ENSGALG00000006596,26.4035,80.8984,1.61538,0.00166293,0.0257859
SNX6: sorting nexin 6,ENSGALG00000010025,40.6066,107.222,1.40082,1.56E-06,8.26E-05
SOAT1: sterol O-acyltransferase 1,ENSGALG00000004205,28.9604,97.5039,1.75138,3.23E-05,0.00115805
SOCS6: suppressor of cytokine signaling 6,ENSGALG00000013731,3.23246,16.4102,2.34389,0.00120334,0.0201452
SOS2: son of sevenless homolog 2 (Drosophila),ENSGALG00000012273,15.3035,39.694,1.37506,0.00104658,0.0182814
SOX10: SRY (sex determining region Y)-box 10,ENSGALG00000012290,28.6226,314.811,3.45926,0,0
SOX5: SRY (sex determining region Y)-box 5,ENSGALG00000013204,37.2944,124.601,1.74028,0,0
SOX8: SRY (sex determining region Y)-box 8,ENSGALG00000005263,4.8812,47.355,3.27821,6.51E-09,6.55E-07
SP3: Sp3 transcription factor,ENSGALG00000009327,34.3275,90.8148,1.40356,0.00157943,0.0247045
SPATA2: spermatogenesis associated 2,ENSGALG00000008026,5.85719,21.3544,1.86625,0.00299554,0.0384738
SPATA5: spermatogenesis associated 5,ENSGALG00000011833,10.0815,25.3141,1.32824,0.00180689,0.0272861
SPECC1: sperm antigen with calponin homology and coiled-coil domains 1,ENSGALG00000004400,8.65599,19.5842,1.17792,1.17E-06,6.48E-05
SPIN1: spindlin 1,ENSGALG00000014916,21.1099,59.8999,1.50464,0.00141885,0.0227572
"SPINT1: serine peptidase inhibitor, Kunitz type 1",ENSGALG00000008469,17.935,53.2636,1.57038,3.72E-06,0.000176626
SPIRE1: spire homolog 1 (Drosophila),ENSGALG00000013817,4.80821,24.7762,2.36538,1.64E-07,1.16E-05
SPO11: SPO11 meiotic protein covalently bound to DSB homolog,ENSGALG00000007662,13.028,47.5573,1.86805,9.91E-06,0.000414649
SPRY2: sprouty homolog 2 (Drosophila),ENSGALG00000016906,5.29029,19.0587,1.84903,0.00420288,0.0480562
"SPTLC1: serine palmitoyltransferase, long chain base subunit 1",ENSGALG00000013493,17.325,57.3817,1.72774,0.000629578,0.0122539
SRD5A3: steroid 5 alpha-reductase 3,ENSGALG00000013804,12.4772,28.6361,1.19853,0.00221545,0.0314539
SRI: sorcin,ENSGALG00000008985,13.427,41.6581,1.63346,3.09E-05,0.00111986
SRP19: signal recognition particle 19kDa,ENSGALG00000000218,23.3146,99.3254,2.09093,0.000382901,0.00841409
SRP54: signal recognition particle 54kDa,ENSGALG00000023135,14.6937,43.4211,1.5632,0.0043397,0.0489299
SRP68: signal recognition particle 68kDa,ENSGALG00000002062,12.977,33.1194,1.35172,0.00273792,0.0362216
SRSF11: serine/arginine-rich splicing factor 11,ENSGALG00000011305,95.9128,193.716,1.01415,7.32E-07,4.33E-05
SSB: Sjogren syndrome antigen B (autoantigen La),ENSGALG00000009677,287.221,805.767,1.4882,4.36E-08,3.60E-06
SSU72: SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae),ENSGALG00000001489,18.0748,53.1059,1.55489,0.00387968,0.0456121
ST13: suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein),ENSGALG00000012007,18.9547,73.1221,1.94775,0.000171203,0.00436652
ST5: suppression of tumorigenicity 5,ENSGALG00000005927,20.4898,118.631,2.5335,0,0
"ST8: alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",ENSGALG00000013211,19.0942,58.769,1.62192,0.00243204,0.0335044
STAG2: stromal antigen 2,ENSGALG00000008482,23.0388,55.7892,1.27592,6.55E-11,1.01E-08
STAMBP: STAM binding protein,ENSGALG00000000183,4.19081,9.18047,1.13134,0.00405647,0.0469937
STARD4: StAR-related lipid transfer (START) domain containing 4,ENSGALG00000000241,2.3108,8.33807,1.85132,0.00354364,0.0427335
STARD5: StAR-related lipid transfer (START) domain containing 5,ENSGALG00000021193,4.35385,15.1391,1.79791,0.00324809,0.0403712
STARD8: StAR-related lipid transfer (START) domain containing 8,ENSGALG00000004575,1.17007,6.17099,2.39891,0.000394615,0.00859863
STAU1: Staufen,ENSGALG00000004736,14.1415,36.5448,1.36973,0.00248306,0.0340066
STIM2: stromal interaction molecule 2,ENSGALG00000014355,8.00344,24.0512,1.58742,3.67E-05,0.00126404
STK38L: serine/threonine kinase 38 like,ENSGALG00000014094,31.2335,65.0878,1.05929,0.00078968,0.0145447
STK39: serine threonine kinase 39,ENSGALG00000010930,4.64635,22.2303,2.25836,9.18E-05,0.00261957
STMN: Stathmin,ENSGALG00000001475,268.903,560.139,1.0587,0.00343183,0.0416477
STRADA: STE20-related kinase adaptor alpha,ENSGALG00000000550,14.3682,33.4751,1.22021,0.00383599,0.0452352
STT3B: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,ENSGALG00000011465,53.4918,129.857,1.27954,1.22E-07,8.92E-06
STX16: syntaxin 16,ENSGALG00000007541,8.95188,30.3512,1.76149,0.0012425,0.0206231
STX7: syntaxin 7,ENSGALG00000002930,7.92039,16.1911,1.03156,0.000477195,0.00988136
STXBP3: syntaxin binding protein 3,ENSGALG00000002001,7.44399,18.1677,1.28722,0.00288078,0.0373701
STYX: serine/threonine/tyrosine interacting protein,ENSGALG00000012411,6.84425,24.7114,1.85221,2.77E-05,0.00101819
SUB1: SUB1 homolog (S. cerevisiae),ENSGALG00000003248,45.394,251.539,2.47021,5.63E-13,1.41E-10
SUDS3: suppressor of defective silencing 3 homolog,ENSGALG00000007393,15.6857,35.3319,1.17152,0.000103067,0.00289444
SUFU: suppressor of fused homolog (Drosophila),ENSGALG00000008096,32.4709,96.5358,1.57191,6.02E-05,0.0018993
SUGP2: SURP and G patch domain containing 2,ENSGALG00000003047,23.4479,49.5827,1.08038,2.76E-08,2.39E-06
SUN1: Sad1 and UNC84 domain containing 1,ENSGALG00000003781,12.1773,26.7378,1.13469,4.44E-16,1.79E-13
"SYNCRIP: synaptotagmin binding, cytoplasmic RNA interacting protein",ENSGALG00000015830,69.0741,176.287,1.35171,8.83E-08,6.74E-06
SYNPR: synaptoporin,ENSGALG00000007284,2.35416,14.1653,2.58908,0.00100091,0.0176022
TAB1:  TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,ENSGALG00000012150,34.2819,97.2854,1.50477,1.65E-05,0.000649962
TAF3: RNA polymerase II transcription factor TAFII140 ,ENSGALG00000006731,73.0148,147.171,1.01123,0.000581515,0.01153
"TAF4B: TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor",ENSGALG00000015122,29.5495,59.6794,1.0141,0.00114835,0.0196043
"TAF5: TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor",ENSGALG00000008241,4.58695,17.8986,1.96424,0.00437137,0.0492111
"TAF5L: TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa",ENSGALG00000011098,11.6267,27.956,1.26571,1.54E-11,2.85E-09
TAOK1: TAO kinase 1,ENSGALG00000004082,15.7349,32.9008,1.06415,0.000808582,0.0147816
TARBP1: TAR (HIV-1) RNA binding protein 1,ENSGALG00000011000,8.54336,25.8127,1.59521,6.16E-07,3.75E-05
TARDBP: TAR DNA binding protein,ENSGALG00000002906,26.5047,65.0108,1.29443,0.00244507,0.0336442
TBK1: TANK-binding kinase 1 ,ENSGALG00000009840,11.1566,23.2601,1.05996,0.00275063,0.036325
"TCEB1: transcription elongation factor B (SIII), polypeptide 1 (",ENSGALG00000015646,2.83517,10.8867,1.94105,0.000696549,0.0132373
TCP1: t-complex 1,ENSGALG00000011637,118.286,353.55,1.57963,0.00258859,0.0349594
TDRD7: tudor domain containing 7,ENSGALG00000012350,4.73499,15.2921,1.69135,0.00170788,0.0262057
TFAP2A: transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha),ENSGALG00000012775,16.8426,124.824,2.88971,0,0
TFAP2B: transcription factor AP-2 beta (activating enhancer binding protein 2 beta),ENSGALG00000016680,22.26,352.857,3.98655,0,0
TFIP11: tuftelin interacting protein 11,ENSGALG00000005623,10.4828,22.424,1.09702,7.27E-05,0.00218175
"TGFB3: transforming growth factor, beta 3",ENSGALG00000010346,19.8576,56.3642,1.50509,0.000163512,0.00422111
"TGFBRAP1: transforming growth factor, beta receptor associated protein 1",ENSGALG00000016795,9.05492,19.8692,1.13376,0.00392738,0.0459876
THOC2: THO complex 2,ENSGALG00000008507,69.53,147.21,1.08216,9.33E-08,7.07E-06
THOC5: THO complex 5,ENSGALG00000008082,18.2007,41.3461,1.18376,0.000281249,0.00658986
THUMPD1: THUMP domain containing 1,ENSGALG00000002134,22.7848,49.6326,1.12321,0.000403575,0.008753
THUMPD3: THUMP domain containing 3,ENSGALG00000008394,18.2855,46.3693,1.34247,0.000629237,0.0122539
TIMM21: translocase of inner mitochondrial membrane 21 homolog (yeast),ENSGALG00000013709,4.25499,24.9814,2.55363,0.000496367,0.010188
"TIPRL: TIP41, TOR signaling pathway regulator-like (S. cerevisiae)",ENSGALG00000015246,13.049,46.8365,1.84369,0.000755629,0.0141299
"TK2: thymidine kinase 2, mitochondrial",ENSGALG00000005261,8.93055,27.4168,1.61824,0.00287709,0.0373429
TLCD1: TLC domain containing 1,ENSGALG00000003973,2.23946,12.3432,2.4625,0.00172552,0.0263537
TLK1: tousled-like kinase 1 ,ENSGALG00000009569,21.6234,43.6633,1.01383,5.69E-07,3.52E-05
TM9SF3: transmembrane 9 superfamily member 3,ENSGALG00000005534,27.6067,75.8285,1.45772,1.29E-07,9.32E-06
TMCO1: transmembrane and coiled-coil domains 1,ENSGALG00000002716,18.8874,42.7864,1.17973,2.22E-16,9.09E-14
TMED5: transmembrane emp24 protein transport domain containing 5,ENSGALG00000005904,39.9926,109.024,1.44683,1.35E-14,4.45E-12
TMEM120B: transmembrane protein 120B,ENSGALG00000004254,14.3161,30.296,1.08149,0.00216169,0.0310254
TMEM123: transmembrane protein 123,ENSGALG00000017185,8.67533,40.3155,2.21634,0.000194175,0.00485168
TMEM128: transmembrane protein 128,ENSGALG00000014992,3.72078,25.0087,2.74876,1.43E-08,1.30E-06
TMEM150C: transmembrane protein 150C ,ENSGALG00000011175,14.3854,29.4405,1.0332,0.00134466,0.021903
TMEM237: transmembrane protein 237,ENSGALG00000008381,7.17524,21.6231,1.59147,0.00247534,0.0339407
TMEM55A: transmembrane protein 55A,ENSGALG00000015919,13.9468,39.3679,1.49709,1.30E-06,7.09E-05
TMEM65: transmembrane protein 65,ENSGALG00000016339,7.15929,18.9443,1.40387,0.000408308,0.00882285
TMEM68: transmembrane protein 68,ENSGALG00000015325,8.39751,20.5071,1.28809,0.00129082,0.0211692
TMEM87A: transmembrane protein 87A,ENSGALG00000009018,39.8282,112.144,1.49348,1.53E-06,8.13E-05
TMM18: Transmembrane protein 18,ENSGALG00000016365,5.84513,23.6026,2.01364,0.00289078,0.037479
TMOD3: tropomodulin 3 (ubiquitous),ENSGALG00000004710,9.34856,28.9849,1.63248,0.0031457,0.0397246
TMX1: thioredoxin-related transmembrane protein 1,ENSGALG00000020340,0.51816,10.9757,4.40477,0.00212027,0.0306953
TMX3: thioredoxin-related transmembrane protein 3,ENSGALG00000013757,15.9407,84.5164,2.40651,4.66E-15,1.65E-12
TMX4: thioredoxin-related transmembrane protein 4 ,ENSGALG00000008853,5.97216,18.7262,1.64874,0.00209322,0.0303979
"TNFRSF1A: tumor necrosis factor receptor superfamily, member 1A precursor ",ENSGALG00000014890,4.18244,13.5676,1.69775,0.00157282,0.0246507
"TNKS2: tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2",ENSGALG00000014614,11.7754,51.5681,2.1307,1.75E-09,2.00E-07
TNRC6C: trinucleotide repeat containing 6C,ENSGALG00000001725,23.1379,61.9378,1.42057,0.00300089,0.0384838
TOLLIP: toll interacting protein,ENSGALG00000006697,5.76185,25.4389,2.14243,0.000226571,0.00547925
TOM1L2: target of myb1-like 2,ENSGALG00000004902,49.4332,108.813,1.13829,0.00239568,0.0331318
TOPBP1: topoisomerase (DNA) II binding protein 1,ENSGALG00000011725,13.2445,27.1109,1.03347,0.00428568,0.0485981
TPCN2: two pore segment channel 2,ENSGALG00000007550,2.09689,6.29467,1.58588,0.00356226,0.0428297
TPD52: tumor protein D52,ENSGALG00000015744,18.5962,66.4996,1.83834,0.0010641,0.0185458
TPP2: tripeptidyl peptidase II,ENSGALG00000016865,36.3888,89.0927,1.29181,5.60E-11,8.89E-09
TPRG1L: tumor protein p63 regulated 1-like,ENSGALG00000001024,7.46878,39.9167,2.41805,0.000592049,0.0116596
TRA2A: transformer 2 alpha homolog (Drosophila),ENSGALG00000010973,49.3505,171.695,1.79871,7.39E-09,7.34E-07
TRA2B: transformer 2 beta homolog (Drosophila),ENSGALG00000006531,86.8869,196.273,1.17565,0,0
TRABD: TraB domain containing,ENSGALG00000008705,17.1484,66.6407,1.95833,1.64E-14,5.32E-12
TRAM1: translocation associated membrane protein 1,ENSGALG00000015629,33.1881,91.1473,1.45753,4.33E-07,2.72E-05
TRAPPC2: trafficking protein particle complex 2,ENSGALG00000016578,12.1905,43.0458,1.82012,0.00188781,0.0282229
TRMT10A: tRNA methyltransferase 10 homolog A (S. cerevisiae),ENSGALG00000012264,4.38995,14.0316,1.6764,1.33E-06,7.18E-05
"TRNT1: tRNA nucleotidyl transferase, CCA-adding, 1",ENSGALG00000017368,21.9229,57.0405,1.37955,0.00134589,0.021903
TRUB1: TruB pseudouridine (psi) synthase homolog 1 (E. coli),ENSGALG00000009091,5.36239,20.9735,1.96762,0.0016761,0.0259212
TRUB2: TruB pseudouridine (psi) synthase homolog 2 (E. coli),ENSGALG00000004920,2.76072,7.76256,1.49149,0.0025534,0.034685
TSPAN14: tetraspanin 14,ENSGALG00000002414,12.9239,36.0601,1.48036,0.000149316,0.00394185
TSSC1: tumor suppressing subtransferable candidate 1,ENSGALG00000016385,4.72512,19.9224,2.07597,0.000559212,0.0111828
TSSC4: tumor suppressing subtransferable candidate 4,ENSGALG00000006530,13.3745,69.964,2.38713,3.18E-05,0.00114862
TTC13: tetratricopeptide repeat domain 13,ENSGALG00000011152,6.74738,24.9784,1.88828,0.000111658,0.00307646
TTC37: tetratricopeptide repeat domain 37,ENSGALG00000014670,14.1381,36.5294,1.36947,2.27E-08,1.99E-06
"TTLL1: tubulin tyrosine ligase-like family, member 1",ENSGALG00000014163,1.66242,5.21249,1.64869,0.001395,0.0224984
"TUBA4A: tubulin, alpha 4a",ENSGALG00000011324,46.9441,127.352,1.4398,0.00429459,0.0486047
"TUBGCP5: tubulin, gamma complex associated protein 5",ENSGALG00000016735,6.93715,17.0727,1.29928,4.94E-09,5.13E-07
TWSG1: twisted gastrulation homolog 1 (Drosophila),ENSGALG00000008400,19.4723,63.5268,1.70594,0,0
TXNDC9: thioredoxin domain containing 9,ENSGALG00000016763,5.94967,16.2571,1.45018,0.00354885,0.0427467
TXNRD3: thioredoxin reductase 3,ENSGALG00000006193,46.9672,135.001,1.52324,0.003532,0.0426416
TYW3: tRNA-yW synthesizing protein 3 homolog (S. cerevisiae),ENSGALG00000011364,12.1228,34.8901,1.52509,0.000212684,0.00521367
U2AF1: U2 small nuclear RNA auxiliary factor 1,ENSGALG00000016198,17.0421,43.7961,1.3617,0.00190219,0.0283471
UACA: uveal autoantigen with coiled-coil domains and ankyrin repeats,ENSGALG00000008143,58.3128,215.342,1.88475,0,0
UAP1L1: UDP-N-acteylglucosamine pyrophosphorylase 1-like 1,ENSGALG00000009090,7.64259,25.1355,1.71759,1.55E-10,2.17E-08
UBC9: SUMO-conjugating enzyme UBC9 ,ENSGALG00000006428,55.6847,133.405,1.26046,0.00132509,0.0216646
UBE3A: ubiquitin protein ligase E3A,ENSGALG00000016747,12.1991,35.2472,1.53074,0.00323648,0.0403097
Ubiquitin carboxyl-terminal hydrolase,ENSGALG00000004455,54.9455,127.06,1.20944,3.30E-05,0.00117217
UBLCP1: ubiquitin-like domain containing CTD phosphatase 1,ENSGALG00000003672,14.275,50.524,1.82347,0.00118016,0.0198283
UBXN7: UBX domain protein 7,ENSGALG00000006385,11.061,24.9742,1.17495,6.57E-05,0.00204225
UFM1: ubiquitin-fold modifier 1,ENSGALG00000017042,8.66181,30.2951,1.80635,0.00191933,0.0285217
UGDH: UDP-glucose 6-dehydrogenase,ENSGALG00000014320,13.3801,33.609,1.32875,0.00343479,0.0416621
"UHRF2: ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase",ENSGALG00000015052,41.8185,141.94,1.76307,6.71E-12,1.32E-09
