Gene	L3	L4	nhr-67	N2	max_wtLC/N2	RNAi_screen	Protein size(s)	Protein feature	TF	Disease ortholog	Strict human ortholog	NCBI KOG	Bork KOG	PFAM domain	WBPhenotype	NOT WBPheno
WBGene00015510|C06A6.5	7.03	2.25	13.39	0	703	WT_RNAi	413 aa	SignalP				KOG0912 (Thiol-disulfide isomerase and thioredoxin)	COG0526: Thiol-disulfide isomerase and thioredoxins; KOG0912: Thiol-disulfide isomerase and thioredoxin; meNOG04245: Thioredoxin domain containing protein	PF00085: Thioredoxin		NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00006761|F57H12.2|unc-24	6.98	0.34	6.36	0	698		415 aa	Tmhmm; Seg			StrictHumOrth	"KOG2621 (Prohibitins and stomatins of the PID superfamily); KOG4170 (2-enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase/Peroxisomal 3-ketoacyl-CoA-thiolase, sterol-binding domain and related enzymes)"	"COG0330: Membrane protease subunits, stomatin/prohibitin homologs; KOG2621: Prohibitins and stomatins of the PID superfamily; KOG4170: 2-enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase/Peroxisomal 3-ketoacyl-CoA-thiolase, sterol-binding domain and related enzymes; meNOG11121: Stomatin-Like protein 1"	PF01145: SPFH domain / Band 7 family; PF02036: SCP-2 sterol transfer family	WBPhenotype: Unc	NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00044273|H12D21.14|nspa-6	6.94	4.01	0	0	694		34 aa	SignalP; Tmhmm								
WBGene00044274|H12D21.15|nspa-7	6.94	4.01	0	0	694		34 aa	SignalP; Tmhmm								
WBGene00044411|R12B2.8	0	6.89	0	0	689		80 aa	SignalP; Tmhmm; Seg								
WBGene00013105|Y51H4A.10|fip-7	0	6.79	3.78	0	679		61 aa	SignalP				LSE4163 (Unnamed protein)				
WBGene00009468|F36D1.9	6.78	1.67	0	0	678		124 aa									
WBGene00044654|Y61B8A.4|fbxa-85	40.65	0	0	0.06	677.5		307 aa							PF00646: F-box domain; PF01827: FTH domain		
WBGene00017381|F11D5.3|ddr-2	0.12	6.69	0	0	669	WT_RNAi	767-797 aa	SignalP; Tmhmm; Seg		OMIM_2010		KOG1094 (Discoidin domain receptor DDR1)	COG0515: Serine/threonine protein kinase; KOG1094: Discoidin domain receptor DDR1; meNOG04492: Discoidin domain protein	PF00069: Protein kinase domain; PF00754: F5/8 type C domain; PF07714: Protein tyrosine kinase	WBPhenotype: Gro	NOT WBPheno: Bmd; Emb; Let; Lva; Lvl; Ste; Stp; Unc; Variant; anchor cell invasion variant; postembryonic development variant
WBGene00020051|R13A5.9	46.57	0	0	0.07	665.29		630 aa	Tmhmm; Seg			StrictHumOrth	KOG3762 (Predicted transporter)	KOG3762: Predicted transporter; meNOG05122: Annotation not available	PF03825: Nucleoside H+ symporter; PF07690: Major Facilitator Superfamily		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; embryonic development variant; postembryonic development variant
WBGene00001309|M01D7.6|emr-1	6.63	4.19	20.08	0	663	WT_RNAi	166 aa	Tmhmm; Seg				TWOG0203 (Thymopoietin)	NOG79478: LEM domain containing 1 protein; euNOG10809: LEM domain containing 1 protein		WBPhenotype: antibody staining reduced	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00016465|C36B7.2	6.53	0	0	0	653		531 aa	Seg				KOG0667 (Dual-specificity tyrosine-phosphorylation regulated kinase)	COG0515: Serine/threonine protein kinase; KOG0667: Dual-specificity tyrosine-phosphorylation regulated kinase; meNOG04774: Dual-Specificity tyrosine protein	PF00069: Protein kinase domain; PF07714: Protein tyrosine kinase		NOT WBPheno: Bmd; Emb; Let; Ste; Variant
WBGene00021736|Y50D4A.2	6.51	1.63	1.09	0	651	nonwt_RNAi	192-196 aa	Tmhmm; Seg; Ncoils				KOG4253 (Tryptophan-rich basic nuclear protein)	KOG4253: Tryptophan-rich basic nuclear protein	PF04420: CHD5-like protein		NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00003235|C52E4.2|mif-2	0.4	6.48	1.55	0	648	WT_RNAi	90-120 aa					KOG1759 (Macrophage migration inhibitory factor)	KOG1759: Macrophage migration inhibitory factor; meNOG20460: D-Dopachrome protein	PF01187: Macrophage migration inhibitory factor (MIF)	WBPhenotype: Emb	NOT WBPheno: Bmd; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00002016|Y46H3A.3|hsp-16.2	0.37	6.47	19.23	0	647		145 aa					KOG3591 (Alpha crystallins)	KOG3591: Alpha crystallins	PF00011: Hsp20/alpha crystallin family		NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00022616|ZC449.6|hsd-3	6.46	0.43	0	0	646		359 aa						COG0451: Nucleoside-diphosphate-sugar epimerases; KOG1430: C-3 sterol dehydrogenase/3-beta-hydroxysteroid dehydrogenase and related dehydrogenases; meNOG10819: 3-Beta-Hydroxy-Delta5-Steroid dehydrogenase	PF01073: 3-beta hydroxysteroid dehydrogenase/isomerase family; PF01370: NAD dependent epimerase/dehydratase family; PF02719: Polysaccharide biosynthesis protein; PF04321: RmlD substrate binding domain; PF07993: Male sterility protein	WBPhenotype: Let; Ste	NOT WBPheno: Bmd; Emb; Variant
WBGene00021467|Y39G10AR.9	0	6.44	0	0	644		401-419 aa	Seg				KOG0266 (WD40 repeat-containing protein)	COG2319: FOG: WD40 repeat; KOG0266: WD40 repeat-containing protein; meNOG13996: WD repeat protein 71	"PF00400: WD domain, G-beta repeat"		NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00013092|Y51H1A.1	6.41	3.62	1.25	0	641		339-480 aa	Seg			StrictHumOrth	"KOG1829 (Uncharacterized conserved protein, contains C1, PH and RUN domains)"	"KOG1829: Uncharacterized conserved protein, contains C1, PH and RUN domains; meNOG11300: Pleckstrin homology domain containing, family M member 1 protein"			NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00009219|F28D1.11|dpm-3	6.29	2.23	1.86	0	629		95 aa	SignalP; Tmhmm; Ncoils				"KOG4841 (Dolichol-phosphate mannosyltransferase, subunit 3)"	"KOG4841: Dolichol-phosphate mannosyltransferase, subunit 3; meNOG20785: Dolichol-Phosphate mannosyltransferase subunit 3 (Dolichol- phosphate mannose synthase subunit 3) DPM synthase complex"	PF08285: Dolichol-phosphate mannosyltransferase subunit 3 (DPM3)	WBPhenotype: Sck; Stp; small	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Variant; postembryonic development variant
WBGene00002177|F35C8.3|jkk-1	24.55	6.41	0	0.04	613.75		435 aa					KOG0983 (Mitogen-activated protein kinase (MAPK) kinase MKK7/JNKK2)	COG0515: Serine/threonine protein kinase; KOG0983: Mitogen-activated protein kinase (MAPK) kinase MKK7/JNKK2; meNOG04973: Dual specificity mitogen-activated protein kinase kinase 7	PF00069: Protein kinase domain; PF07714: Protein tyrosine kinase	WBPhenotype: Unc	NOT WBPheno: Bmd; Emb; Let; Ste; Variant; cell stress response variant; postembryonic development variant
WBGene00020301|T07D1.2	0	6	0.31	0	600		432 aa	Seg			StrictHumOrth	KOG2817 (Predicted E3 ubiquitin ligase)	"COG5109: Uncharacterized conserved protein, contains RING Zn-finger; KOG2817: Predicted E3 ubiquitin ligase; meNOG06577: RMD5 homolog protein"			NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00009248|F29C12.6	101.43	0	3.24	0.17	596.65		95 aa	Ncoils							WBPhenotype: Emb	NOT WBPheno: Adl; Bmd; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00008978|F20D1.8|cutl-3	0	5.86	0	0	586		405 aa	SignalP; Tmhmm; Seg				TWOG0200 (Cuticulin precursor)	NOG83621: Protein cutl; euNOG12313: Protein cutl	PF00100: Zona pellucida-like domain		NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00013396|Y62H9A.8	0	5.71	0	0	571		170 aa	Seg								NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00020873|T28A11.6	82.52	32.58	0	0.15	550.13		80 aa	Tmhmm								NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00045178|Y51H4A.32|fipr-27	0	5.26	2.93	0	526		79 aa	SignalP; Seg								
WBGene00019321|K02E10.7	4.96	0	0.16	0	496		684 aa	Seg				KOG0586 (Serine/threonine protein kinase)	COG0515: Serine/threonine protein kinase; KOG0586: Serine/threonine protein kinase	PF00069: Protein kinase domain; PF07714: Protein tyrosine kinase		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00006562|K01C8.3|tdc-1	0	19.52	163.25	0.04	488	WT_RNAi	650-705 aa	Seg; Ncoils		OMIM_2010	StrictHumOrth	KOG0628 (Aromatic-L-amino-acid/L-histidine decarboxylase)	COG0076: Glutamate decarboxylase and related PLP-dependent proteins; KOG0628: Aromatic-L-amino-acid/L-histidine decarboxylase; meNOG04926: Decarboxylase	PF00282: Pyridoxal-dependent decarboxylase conserved domain	WBPhenotype: Let; Ste; memory retention defective; pheromone suppressed pumping defective	NOT WBPheno: Bmd; Egl D; Emb; Gro; Lva; Lvl; Stp; Variant; associative learning variant; carbon dioxide avoidance variant; fat content variant; foraging reduced; organism starvation response variant; pharyngeal pumping reduced; postembryonic development variant
WBGene00044449|H14A12.6|fipr-20	0	4.88	7.24	0	488		42 aa	SignalP; Seg								
WBGene00044725|R11G1.7	1881.81	9.21	0.74	3.92	480.05		105 aa	Seg								NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00044413|B0205.12	4.74	1.37	1.52	0	474		50 aa	SignalP								
WBGene00006843|M142.1|unc-119	366.22	252.02	1085.98	0.78	469.51		199-244 aa				StrictHumOrth	KOG4037 (Photoreceptor synaptic vesicle protein HRG4/UNC-119)	KOG4037: Photoreceptor synaptic vesicle protein HRG4/UNC-119; meNOG07834: Unc-119 protein homolog (Retinal protein 4)	"PF05351: GMP-PDE, delta subunit"	WBPhenotype: Gro; Let; Ste; axon trajectory variant; locomotion reduced; mRNA levels reduced	NOT WBPheno: Bmd; Emb; Lva; Lvl; Stp; Variant; embryonic development variant; postembryonic development variant
WBGene00044367|T05A8.8	51.61	2.79	0	0.11	469.18		149 aa	Seg								
WBGene00022096|Y69A2AR.25	112.07	0	0	0.24	466.96		337 aa	Seg				LSE1078 (Unnamed protein)				NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00019867|R04B3.2	149.27	0	0	0.32	466.47	WT_RNAi	363 aa	SignalP		OMIM_2010	StrictHumOrth	KOG1593 (Asparaginase)	COG1446: Asparaginase; KOG1593: Asparaginase; meNOG05068: N(4)-(Beta-N-Acetylglucosaminyl)-L-Asparaginase	PF01112: Asparaginase		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00009002|F21C3.3|hint-1	4.34	4.65	2.39	0	465	WT_RNAi	130 aa				StrictHumOrth	KOG3275 (Zinc-binding protein of the histidine triad (HIT) family)	COG0537: Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases; KOG3275: Zinc-binding protein of the histidine triad (HIT) family; meNOG18875: Histidine triad protein	PF01230: HIT domain; PF11969: Scavenger mRNA decapping enzyme C-term binding		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant; protein aggregation variant; transgene subcellular localization variant
WBGene00003474|T08G5.10|mtl-2	4.61	0.67	2.22	0	461		63 aa	Seg				KOG4738 (Predicted metallothionein)	KOG4738: Predicted metallothionein		WBPhenotype: Age; Gro; cadmium hypersensitive; growth variant; reduced brood size	NOT WBPheno: Bmd; Emb; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00017581|F18G5.5	0	4.55	0	0	455		290 aa	SignalP; Seg								NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00018175|F38B6.6	57.82	40.16	619.57	0.13	444.77		690 aa	Tmhmm; Seg			StrictHumOrth	KOG1124 (TPR repeat)	COG0457: FOG: TPR repeat; KOG1124: FOG: TPR repeat; meNOG04695: Transmembrane and TPR repeat-containing protein	PF00515: Tetratricopeptide repeat; PF08409: Domain of unknown function (DUF1736)		NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00044192|F46B6.13	0	4.36	15.79	0	436		63 aa	SignalP; Tmhmm; Seg								
WBGene00044471|F56D6.9	0	4.36	0	0	436		63 aa	SignalP; Tmhmm; Seg								
WBGene00011366|T02C1.2	4.34	0.6	132.78	0	434		275 aa	SignalP; Tmhmm; Seg								
WBGene00008395|D1086.8	0	4.34	6.77	0	434		79-185 aa	SignalP								
WBGene00020142|T01C8.1|aak-2	159.43	6.41	5.44	0.37	430.89	WT_RNAi	562-626 aa	Seg				KOG0583 (Serine/threonine protein kinase)	COG0515: Serine/threonine protein kinase; KOG0583: Serine/threonine protein kinase; meNOG05149: Protein kinase	PF00069: Protein kinase domain; PF07714: Protein tyrosine kinase	WBPhenotype: Age; Daf c; age associated fluorescence increased; dauer death increased; dauer gonad arrest variant; drug induced gene expression variant; drug induced life span variant; drug induced locomotion variant; drug response variant; frequency body bend reduced; glp; organism oxidative stress response hypersensitive; paraquat hypersensitive; protein phosphorylation reduced; suppression of head oscillations defective	NOT WBPheno: Bmd; Egl; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; directionality variant; pharyngeal pumping variant; postembryonic development variant; protein aggregation variant; transgene subcellular localization variant
WBGene00018243|F40G9.7	0	4.29	0	0	429		160 aa	SignalP								NOT WBPheno: Bmd; Emb; Let; Ste; Variant; embryonic development variant; postembryonic development variant
WBGene00015197|B0454.6	4.24	0.14	0	0	424		585 aa	Tmhmm; Seg				KOG1286 (Amino acid transporters)	COG0531: Amino acid transporters; KOG1286: Amino acid transporters; meNOG07160: Cationic amino protein	PF00324: Amino acid permease		
WBGene00020867|T27F7.2|shc-2	4.24	3.07	0.16	0	424		331-732 aa	Seg				LSE4045 (Unnamed protein)	euNOG07434: Src-Like-Adapter 2 protein; meNOG23026: Annotation not available	PF00017: SH2 domain; PF00640: Phosphotyrosine interaction domain (PTB/PID)		NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00017999|F33D4.7	4.17	4.2	1.34	0	420		111 aa	Tmhmm				KOG4455 (Uncharacterized conserved protein)	KOG4455: Uncharacterized conserved protein; meNOG21037: Annotation not available	PF07019: Rab5-interacting protein (Rab5ip)		NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00018585|F48A11.4	4.09	0	0.68	0	409		324 aa									NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00004806|T27F2.1|skp-1	16.33	2.1	4.67	0.04	408.25		535 aa	Seg; Ncoils			StrictHumOrth	KOG2441 (mRNA splicing factor/probable chromatin binding snw family nuclear protein)	KOG2441: mRNA splicing factor/probable chromatin binding snw family nuclear protein; meNOG05325: SNW domain-containing protein 1	PF02731: SKIP/SNW domain	WBPhenotype: Clr; Egl; Emb; Lva; Mlt; Pvl; Sck; Ste; cell proliferation increased; excess intestinal cells; protein aggregation variant; transgene subcellular localization variant	NOT WBPheno: Bmd; Variant
WBGene00004372|C36F7.4|rig-5	0.36	4.05	0	0	405		164-482 aa	SignalP; Seg; Ncoils			StrictHumOrth	KOG3510 (Immunoglobulin C-2 Type/fibronectin type III domains)	KOG3510: FOG: Immunoglobulin C-2 Type/fibronectin type III domains	PF00047: Immunoglobulin domain; PF07679: Immunoglobulin I-set domain; PF07686: Immunoglobulin V-set domain		NOT WBPheno: Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00002175|Y105C5B.21|jac-1	1.09	4.05	0.16	0	405	WT_RNAi	1011-1254 aa	Seg		OMIM_2010		KOG1048 (Neural adherens junction protein Plakophilin and related Armadillo repeat proteins)	KOG1048: Neural adherens junction protein Plakophilin and related Armadillo repeat proteins; meNOG05405: Plakophilin protein	PF00041: Fibronectin type III domain; PF00514: Armadillo/beta-catenin-like repeat		NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00000812|Y48G1C.2|csk-1	0	4.05	0	0	405		539 aa	Seg			StrictHumOrth	KOG0197 (Tyrosine kinases)	COG0515: Serine/threonine protein kinase; KOG0197: Tyrosine kinases; meNOG05570: Tyrosine-Protein kinase	PF00017: SH2 domain; PF00069: Protein kinase domain; PF07714: Protein tyrosine kinase	WBPhenotype: Let; Lvl; Ste	NOT WBPheno: Bmd; Emb; Variant; synaptogenesis variant
WBGene00021421|Y38F2AR.3	4.03	0.49	0	0	403		281 aa	Tmhmm; Seg					KOG4608: Uncharacterized conserved protein; meNOG16925: Protein C3orf1			
WBGene00016749|C48E7.1	2.3	3.97	0	0	397	WT_RNAi	174 aa	SignalP; Tmhmm; Seg								NOT WBPheno: Bmd; Egl D; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; anoxia hypersensitive; postembryonic development variant
WBGene00044453|Y102E9.6	0	3.93	0	0	393		141 aa	SignalP; Seg								NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; embryonic development variant; postembryonic development variant
WBGene00021030|W04H10.1	0	3.93	8.77	0	393		70 aa					LSE1169 (Unnamed protein)				NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00001303|F32D8.6|emo-1	12.32	30.91	27.43	0.08	386.38		68 aa	Tmhmm; Seg				"KOG3498 (Preprotein translocase, gamma subunit)"	"KOG3498: Preprotein translocase, gamma subunit; meNOG21743: Protein transport protein Sec61 subunit"	PF00584: SecE/Sec61-gamma subunits of protein translocation complex	WBPhenotype: Emb; Lva; reduced brood size	
WBGene00002997|B0454.1|lin-8	0.15	3.84	0	0	384		386 aa	Seg				LSE0527 (Uncharacterized protein)				NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00001895|K06C4.3|his-21	3.79	0	0	0	379		127 aa	Seg				KOG1756 (Histone 2A)	COG5262: Histone H2A; KOG1756: Histone 2A	PF00125: Core histone H2A/H2B/H3/H4; PF00808: Histone-like transcription factor (CBF/NF-Y) and archaeal histone		
WBGene00001925|F07B7.10|his-51	3.79	0	0	0	379		127 aa	Seg				KOG1756 (Histone 2A)	COG5262: Histone H2A; KOG1756: Histone 2A	PF00125: Core histone H2A/H2B/H3/H4; PF00808: Histone-like transcription factor (CBF/NF-Y) and archaeal histone		
WBGene00001927|F07B7.3|his-53	3.79	0	0	0	379		127 aa	Seg				KOG1756 (Histone 2A)	COG5262: Histone H2A; KOG1756: Histone 2A	PF00125: Core histone H2A/H2B/H3/H4; PF00808: Histone-like transcription factor (CBF/NF-Y) and archaeal histone		
WBGene00001893|K06C4.11|his-19	3.79	0	0	0	379		127 aa	Seg				KOG1756 (Histone 2A)	COG5262: Histone H2A; KOG1756: Histone 2A	PF00125: Core histone H2A/H2B/H3/H4; PF00808: Histone-like transcription factor (CBF/NF-Y) and archaeal histone		
WBGene00013301|Y57G11C.3	0.17	3.79	0	0	379		257-269 aa	Seg			StrictHumOrth	KOG3147 (6-phosphogluconolactonase - like protein)	COG0363: 6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase; KOG3147: 6-phosphogluconolactonase - like protein; meNOG15438: 6-Phosphogluconolactonase	PF01182: Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase		NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant; protein aggregation variant; transgene subcellular localization variant
WBGene00050939|C05G5.7	0	3.77	10.5	0	377		36 aa									
WBGene00017510|F16B4.9|nhr-178	3.73	0	0.37	0	373	WT_RNAi	421 aa	Seg	Walhout_TF			KOG3575 (Hormone receptors)	KOG3575: FOG: Hormone receptors	"PF00104: Ligand-binding domain of nuclear hormone receptor; PF00105: Zinc finger, C4 type (two domains)"		NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00012648|Y39A1A.9	137.9	54.52	101.05	0.37	372.7		465 aa	Seg; Ncoils			StrictHumOrth		NOG67714: Annotation not available; euNOG23331: Annotation not available; meNOG29778: Annotation not available			NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00016220|C29F9.5	0	3.68	2.05	0	368		226 aa	Seg				KOG1778 (CREB binding protein/P300 and related TAZ Zn-finger proteins)	KOG1778: CREB binding protein/P300 and related TAZ Zn-finger proteins; meNOG05100: Protein involved in renal cell carcinoma	PF02135: TAZ zinc finger; PF02172: KIX domain		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; embryonic development variant; postembryonic development variant
WBGene00010285|F58H1.2	0	3.66	0	0	366		190 aa	SignalP; Tmhmm; Seg								NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
